name	mz	rt	intensity	exact_mass	ppm_error	rt_diff	adduct	C	H	N	O	P	S	molecular_formula	compound_name	compound_id	compound_count	compounds_kegg_full_20210111_v1
248_1325188	248.1325188	0.0	2060.536578	248.132588	-0.2788831589684156		[M+Hac-H]-	9	19	1	1	0	1	C9H19NOS	8-Methylthiooctanaldoxime	C17251	1.0	1
248_1325188	248.1325188	0.0	2060.536578	248.132588	-0.2788831589684156		[M+Hac-H]-	9	19	1	1	0	1	C9H19NOS	EPTC	C11081	1.0	1
248_1325188	248.1325188	0.0	2060.536578	248.131898	2.5018951815989148		[M-H]-	17	17	2	0	0	0	C17H17N2	Difenzoquat	C18717	1.0	1
248_9274043	248.9274043	0.0	2558.887314	248.928236	-3.3411235838749818		[M-H]-	9	5	0	2	0	0	C9H5Cl3O2	2-(4'-Chlorophenyl)-3,3-dichloropropenoate	C06646	1.0	1
249_0212122	249.0212122	0.0	2949.090097	249.020306	3.6390606636024883		[M+Cl]-	9	11	2	2	0	0	C9H11ClN2O2	Monolinuron	C18794	1.0	1
249_0212122	249.0212122	0.0	2949.090097	249.020246	3.880005804917162		[M+K-2H]-	10	13	2	1	0	0	C10H13ClN2O	Chlorotoluron	C18817	1.0	1
249_0468302	249.0468302	0.0	9887.362278															
249_0550055	249.0550055	0.0	5260.716369	249.055067	-0.2469333419153351		[M-H]-	8	14	2	5	0	1	C8H14N2O5S	gamma-L-Glutamyl-L-cysteine	C00669	3.0	1
249_0550055	249.0550055	0.0	5260.716369	249.054862	0.5761782718329661		[M+Cl]-	11	10	4	1	0	0	C11H10N4O	N-Hydroxy-IQ	C20289	2.0	1
249_0550055	249.0550055	0.0	5260.716369	249.054801	0.8211044283192835		[M+K-2H]-	12	12	4	0	0	0	C12H12N4	Chrysoidine free base	C14617	1.0	1
249_0550055	249.0550055	0.0	5260.716369	249.054801	0.8211044283192835		[M+K-2H]-	12	12	4	0	0	0	C12H12N4	MeIQ	C19254	1.0	1
249_0801226	249.0801226	0.0	12571.27693	249.080218	-0.38300913961861144		[M+Hac-H]-	8	14	0	3	0	1	C8H14O3S	2-Oxo-7-methylthioheptanoic acid	C17220	1.0	1
249_0801226	249.0801226	0.0	12571.27693	249.080219	-0.38702390891053223		[M-H]-	10	18	0	5	0	1	C10H18O5S	2-(5'-Methylthio)pentylmalic acid	C17222	2.0	1
249_0801226	249.0801226	0.0	12571.27693	249.080219	-0.38702390891053223		[M-H]-	10	18	0	5	0	1	C10H18O5S	3-(5'-Methylthio)pentylmalic acid	C17223	2.0	1
249_0801226	249.0801226	0.0	12571.27693	249.080014	0.43600447205830056		[M+Cl]-	13	14	2	1	0	0	C13H14N2O	Harmaline	C06536	1.0	1
249_0801226	249.0801226	0.0	12571.27693	249.079954	0.6768910838300097		[M+K-2H]-	14	16	2	0	0	0	C14H16N2	3,3'-Dimethylbenzidine	C14443	2.0	1
249_0801226	249.0801226	0.0	12571.27693	249.07915	3.904782877295934		[M+Na-2H]-	9	16	4	1	0	1	C9H16N4OS	Tebuthiuron	C18436	2.0	1
250_0366069	250.0366069	0.0	4234.202346	250.036676	-0.27635945692377223		[M+Na-2H]-	6	15	1	6	0	1	C6H15NO6S	TES	C05353	2.0	1
250_0366069	250.0366069	0.0	4234.202346	250.036137	1.8793283468981636		[M+K-2H]-	9	13	2	4	0	0	C9H13N2O4	Pyrimidine nucleoside	C03169	1.0	1
250_0366069	250.0366069	0.0	4234.202346	250.035711	3.5830881774223484		[M+Hac-H]-	9	5	1	4	0	0	C9H5NO4	5,6-Indolequinone-2-carboxylic acid	C17938	1.0	1
250_0835072	250.0835072	0.0	1644.623672	250.08333	0.7085638216046363		[M+Hac-H]-	9	9	3	2	0	0	C9H9N3O2	Carbendazim	C10897	1.0	1
250_0835072	250.0835072	0.0	1644.623672	250.084091	-2.3344147868523257		[M+Na-2H]-	9	16	5	0	0	0	C9H16ClN5	Propazine	C14312	1.0	1
250_0835072	250.0835072	0.0	1644.623672	250.084091	-2.3344147868523257		[M+Na-2H]-	9	16	5	0	0	0	C9H16ClN5	Terbuthylazine	C18810	1.0	1
250_0835072	250.0835072	0.0	1644.623672	250.084091	-2.3344147868523257		[M+Na-2H]-	9	16	5	0	0	0	C9H16ClN5	Trietazine	C18814	1.0	1
250_1159744	250.1159744	0.0	3560.27579															
250_1199084	250.1199084	0.0	59724.29035	250.11971499999999	0.7732297313268051		[M+Hac-H]-	10	13	3	1	0	0	C10H13N3O	N'-Nitrosoanabasine	C19477	1.0	1
250_9171911	250.9171911	0.0	4463.041727	250.917696	-2.012213598557478		[M+Cl]-	5	0	6	1	0	0	C5FeN6O	Nitroprusside	C07269	1.0	1
250_963801	250.963801	0.0	3238.974052	250.96466600000002	-3.4467003416049744		[M+K-2H]-	6	6	4	3	0	1	C6H6N4O3S	Niridazole	C19268	1.0	1
251_0079249	251.0079249	0.0	4013.831849	251.00757600000003	1.3899978858703763		[M+K-2H]-	8	10	2	5	0	0	C8H10N2O5	(S)-ACPA	C13673	1.0	1
251_03419	251.03419	0.0	3327.686366	251.034066	0.4939568640041424		[M+K-2H]-	11	10	4	1	0	0	C11H10N4O	N-Hydroxy-IQ	C20289	2.0	1
251_03419	251.03419	0.0	3327.686366	251.034983	-3.1589222766446414		[M-H]-	15	8	0	4	0	0	C15H8O4	Morindaparvin A	C10374	2.0	1
251_1123851	251.1123851	0.0	19378.24365	251.113627	-4.945569919216595		[M+Hac-H]-	8	16	0	5	0	0	C8H16O5	D-Mycinose	C11913	1.0	1
251_989152	251.989152	0.0	2141.755221															
252_03023	252.03023	0.0	32744.36671	252.029315	3.6305300436657757		[M+K-2H]-	10	9	5	1	0	0	C10H9N5O	Kinetin	C08272	1.0	1
252_0829005	252.0829005	0.0	2556.672095	252.08299	-0.3550418058807058		[M+K-2H]-	11	21	1	1	0	1	C11H21NOS	Cycloate	C18780	1.0	1
252_0991325	252.0991325	0.0	4216.974283	252.09898	0.6049211305196742		[M-H]-	11	15	3	4	0	0	C11H15N3O4	Pyricarbate	C12842	1.0	1
252_0991325	252.0991325	0.0	4216.974283	252.09897999999998	0.6049211306324146		[M+Hac-H]-	9	11	3	2	0	0	C9H11N3O2	4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone	C19564	1.0	1
252_0991325	252.0991325	0.0	4216.974283	252.098152	3.889358141733479		[M+Na-2H]-	12	16	1	0	0	0	C12H16F3N	Fenfluramine	C06996	2.0	1
252_1156825	252.1156825	0.0	2402.262193															
252_1316202	252.1316202	0.0	5276.562466															
252_996891	252.996891	0.0	2886.828156	252.99792300000001	-4.079084870626577		[M+Na-2H]-	9	4	4	4	0	0	C9H4N4O4	CNQX	C13668	1.0	1
253_0094459	253.0094459	0.0	7337.682019	253.00947200000002	-0.10315819327777823		[M+Na-2H]-	5	13	0	8	1	0	C5H13O8P	D-Arabinitol 1-phosphate	C19674	1.0	1
253_0094459	253.0094459	0.0	7337.682019	253.00947200000002	-0.10315819327777823		[M+Na-2H]-	5	13	0	8	1	0	C5H13O8P	D-Ribitol 5-phosphate	C01068	1.0	1
253_0094459	253.0094459	0.0	7337.682019	253.00947200000002	-0.10315819327777823		[M+Na-2H]-	5	13	0	8	1	0	C5H13O8P	L-Arabinitol 5-phosphate	C03509	1.0	1
253_0094459	253.0094459	0.0	7337.682019	253.00947200000002	-0.10315819327777823		[M+Na-2H]-	5	13	0	8	1	0	C5H13O8P	Xylitol 5-phosphate	C02895	1.0	1
253_0094459	253.0094459	0.0	7337.682019	253.009552	-0.4193517563742257		[M+Cl]-	12	10	0	2	0	1	C12H10O2S	cis-1,2-Dihydroxy-1,2-dihydrodibenzothiophene	C06721	1.0	1
253_0179469	253.0179469	0.0	3273.552943															
253_0335337	253.0335337	0.0	2400.395042															
253_0707295	253.0707295	0.0	8082.056108	253.07073100000002	-0.005927196790823565		[M-H]-	6	15	4	5	1	0	C6H15N4O5P	L-Arginine phosphate	C05945	1.0	1
253_0707295	253.0707295	0.0	8082.056108	253.07176199999998	-4.07987043603689		[M+Hac-H]-	10	10	0	4	0	0	C10H10O4	2,4,8-Trihydroxy-1-tetralone	C09974	2.0	1
253_0707295	253.0707295	0.0	8082.056108	253.07176199999998	-4.07987043603689		[M+Hac-H]-	10	10	0	4	0	0	C10H10O4	5-Hydroxyconiferaldehyde	C12204	2.0	1
253_0707295	253.0707295	0.0	8082.056108	253.07176199999998	-4.07987043603689		[M+Hac-H]-	10	10	0	4	0	0	C10H10O4	6-Hydroxymellein	C02379	2.0	1
253_0707295	253.0707295	0.0	8082.056108	253.07176199999998	-4.07987043603689		[M+Hac-H]-	10	10	0	4	0	0	C10H10O4	Dimethyl phthalate	C11233	2.0	1
253_0707295	253.0707295	0.0	8082.056108	253.07176199999998	-4.07987043603689		[M+Hac-H]-	10	10	0	4	0	0	C10H10O4	Ferulate	C01494	2.0	1
253_0707295	253.0707295	0.0	8082.056108	253.07176199999998	-4.07987043603689		[M+Hac-H]-	10	10	0	4	0	0	C10H10O4	Isoferulic acid	C10470	2.0	1
253_0707295	253.0707295	0.0	8082.056108	253.07176199999998	-4.07987043603689		[M+Hac-H]-	10	10	0	4	0	0	C10H10O4	Kakuol	C16982	2.0	1
253_0707295	253.0707295	0.0	8082.056108	253.07176199999998	-4.07987043603689		[M+Hac-H]-	10	10	0	4	0	0	C10H10O4	Methyl caffeate	C10477	2.0	1
253_0707295	253.0707295	0.0	8082.056108	253.07176199999998	-4.07987043603689		[M+Hac-H]-	10	10	0	4	0	0	C10H10O4	Scytalone	C00779	2.0	1
253_0805566	253.0805566	0.0	1940.052201	253.08059	-0.13197377170103236		[M+Na-2H]-	9	16	2	5	0	0	C9H16N2O5	4-(L-gamma-Glutamylamino)butanoate	C15767	3.0	1
253_0805566	253.0805566	0.0	1940.052201	253.08059	-0.13197377170103236		[M+Na-2H]-	9	16	2	5	0	0	C9H16N2O5	Boc-Asn	C01410	3.0	1
253_0805566	253.0805566	0.0	1940.052201	253.08059	-0.13197377170103236		[M+Na-2H]-	9	16	2	5	0	0	C9H16N2O5	N2-Succinyl-L-ornithine	C03415	3.0	1
253_0805566	253.0805566	0.0	1940.052201	253.08059	-0.13197377170103236		[M+Na-2H]-	9	16	2	5	0	0	C9H16N2O5	N6-Acetyl-LL-2,6-diaminoheptanedioate	C04390	3.0	1
253_0805566	253.0805566	0.0	1940.052201	253.08059	-0.13197377170103236		[M+Na-2H]-	9	16	2	5	0	0	C9H16N2O5	gamma-L-Glutamyl-L-2-aminobutyrate	C21015	3.0	1
253_1280104	253.1280104	0.0	31723.50633															
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	(+)-8-Hydroxycalamenene	C09938	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	(4S)-4-(5,5-Dimethylcyclohex-1-en-1-yl)cyclohex-1-ene-1-carbaldehyde	C22013	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	Albaflavenone	C17954	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	Artemisinic aldehyde	C20308	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	Cyperotundone	C17501	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	Dendrolasin	C16779	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	Germacra-1(10),4,11(13)-trien-12-al	C19677	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	Germacrone	C16966	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	Nootkatone	C17914	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	Pentalen-13-al	C19939	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	Solavetivone	C09737	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	Turmerone	C17494	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	Zerumbone	C20262	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	alpha-Cyperone	C17090	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	alpha-Sinensal	C09729	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	alpha-Vetivone	C09744	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	beta-Sinensal	C09730	1.0	1
253_1364868	253.1364868	0.0	5206.673536	253.136466	0.08216911737748382		[M+Cl]-	15	22	0	1	0	0	C15H22O	beta-Vetivone	C09745	1.0	1
253_1389265	253.1389265	0.0	4153.135876															
254_0458723	254.0458723	0.0	9024.974268	254.045026	3.331299231996358		[M-H]-	9	10	5	2	0	0	C9H10ClN5O2	Imidacloprid	C11110	2.0	1
254_0458723	254.0458723	0.0	9024.974268	254.044965	3.571415005303549		[M+K-2H]-	10	11	5	1	0	0	C10H11N5O	Pymetrozine	C18590	1.0	1
254_1147841	254.1147841	0.0	2454.429557	254.11463	0.6064192368741402		[M-H]-	11	17	3	4	0	0	C11H17N3O4	HC Blue No.1	C19247	2.0	1
254_1147841	254.1147841	0.0	2454.429557	254.11462999999998	0.6064192369859863		[M+Hac-H]-	9	13	3	2	0	0	C9H13N3O2	alpha-[3-(Nitrosoamino)propyl]-3-pyridinemethanol	C19581	1.0	1
254_1313612	254.1313612	0.0	3385.254438	254.131715	-1.3921914469730952		[M+Cl]-	14	21	1	1	0	0	C14H21NO	(-)-Sedamine	C10171	2.0	1
254_1313612	254.1313612	0.0	3385.254438	254.131715	-1.3921914469730952		[M+Cl]-	14	21	1	1	0	0	C14H21NO	Fabianine	C09949	2.0	1
255_0463299	255.0463299	0.0	1490.826345	255.046271	0.2309384872327135		[M+K-2H]-	10	18	0	3	0	1	C10H18O3S	2-Oxo-9-methylthiononanoic acid	C17228	2.0	1
255_0598698	255.0598698	0.0	1589.171501	255.059854	0.061946244193722584		[M+Na-2H]-	8	14	2	6	0	0	C8H14N2O6	2-[(2-Aminoethylcarbamoyl)methyl]-2-hydroxybutanedioate	C22073	1.0	1
255_0598698	255.0598698	0.0	1589.171501	255.059854	0.061946244193722584		[M+Na-2H]-	8	14	2	6	0	0	C8H14N2O6	C20913	C20913	1.0	1
255_0598698	255.0598698	0.0	1589.171501	255.059854	0.061946244193722584		[M+Na-2H]-	8	14	2	6	0	0	C8H14N2O6	Ethylenediaminetriacetic acid	C21396	1.0	1
255_0598698	255.0598698	0.0	1589.171501	255.059854	0.061946244193722584		[M+Na-2H]-	8	14	2	6	0	0	C8H14N2O6	N-[(2S)-2-Amino-2-carboxyethyl]-L-glutamate	C21559	1.0	1
256_0003787	256.0003787	0.0	3771.629952															
256_0591826	256.0591826	0.0	10711.13598	256.059163	0.07654480997132732		[M-H]-	7	16	1	7	1	0	C7H16NO7P	Validamine 7-phosphate	C21216	1.0	1
256_0591826	256.0591826	0.0	10711.13598	256.059162	0.08045015772849935		[M+Hac-H]-	5	12	1	5	1	0	C5H12NO5P	2-Amino-5-phosphopentanoic acid	C13734	2.0	1
256_0591826	256.0591826	0.0	10711.13598	256.059162	0.08045015772849935		[M+Hac-H]-	5	12	1	5	1	0	C5H12NO5P	FR 900098	C17942	2.0	1
256_0591826	256.0591826	0.0	10711.13598	256.059278	-0.37256997975530454		[M+K-2H]-	9	17	1	5	0	0	C9H17NO5	Pantothenate	C00864	1.0	1
256_0591826	256.0591826	0.0	10711.13598	256.05933799999997	-0.6068905793344639		[M+Cl]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-D-allosamine	C21039	3.0	1
256_0591826	256.0591826	0.0	10711.13598	256.05933799999997	-0.6068905793344639		[M+Cl]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-D-galactosamine	C01132	3.0	1
256_0591826	256.0591826	0.0	10711.13598	256.05933799999997	-0.6068905793344639		[M+Cl]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-D-glucosamine	C00140	3.0	1
256_0591826	256.0591826	0.0	10711.13598	256.05933799999997	-0.6068905793344639		[M+Cl]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-D-gulosamine	C21049	3.0	1
256_0591826	256.0591826	0.0	10711.13598	256.05933799999997	-0.6068905793344639		[M+Cl]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-D-hexosamine	C03136	3.0	1
256_0591826	256.0591826	0.0	10711.13598	256.05933799999997	-0.6068905793344639		[M+Cl]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-D-mannosamine	C00645	3.0	1
256_0591826	256.0591826	0.0	10711.13598	256.05933799999997	-0.6068905793344639		[M+Cl]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-D-talosamine	C21061	3.0	1
256_0591826	256.0591826	0.0	10711.13598	256.05933799999997	-0.6068905793344639		[M+Cl]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-L-altrosamine	C21036	3.0	1
256_0591826	256.0591826	0.0	10711.13598	256.05933799999997	-0.6068905793344639		[M+Cl]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-L-idosamine	C21052	3.0	1
256_0591826	256.0591826	0.0	10711.13598	256.05933799999997	-0.6068905793344639		[M+Cl]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-alpha-D-glucosamine	C20328	3.0	1
256_0591826	256.0591826	0.0	10711.13598	256.05933799999997	-0.6068905793344639		[M+Cl]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-beta-D-galactosamine	C05021	3.0	1
256_0591826	256.0591826	0.0	10711.13598	256.05933799999997	-0.6068905793344639		[M+Cl]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-beta-D-glucosamine	C03878	3.0	1
256_0591826	256.0591826	0.0	10711.13598	256.05933799999997	-0.6068905793344639		[M+Cl]-	8	15	1	6	0	0	C8H15NO6	N-Acetylhexosamine	C02711	3.0	1
256_0938224	256.0938224	0.0	1536.481413	256.093894	-0.27958495549156515		[M+Hac-H]-	8	11	3	3	0	0	C8H11N3O3	HC Red No. 3	C19430	1.0	1
256_0938224	256.0938224	0.0	1536.481413	256.093894	-0.27958495549156515		[M+Hac-H]-	8	11	3	3	0	0	C8H11N3O3	Methyl5-(but-3-en-1-yl)amino-1,3,4-oxadiazole-2-carboxylate	C12245	1.0	1
256_0938224	256.0938224	0.0	1536.481413	256.093894	-0.27958495549156515		[M+Hac-H]-	8	11	3	3	0	0	C8H11N3O3	N-Acetyl-L-histidine	C02997	1.0	1
256_1106593	256.1106593	0.0	5703.614146	256.110768	-0.424425731285173		[M+Na-2H]-	17	17	1	0	0	0	C17H17N	(S)-Tetrahydroprotoberberine	C05204	1.0	1
256_1106593	256.1106593	0.0	5703.614146	256.110919	-1.0140137758635464		[M+K-2H]-	14	21	1	1	0	0	C14H21NO	(-)-Sedamine	C10171	2.0	1
256_1106593	256.1106593	0.0	5703.614146	256.110919	-1.0140137758635464		[M+K-2H]-	14	21	1	1	0	0	C14H21NO	Fabianine	C09949	2.0	1
256_1106593	256.1106593	0.0	5703.614146	256.11098	-1.2521915303074844		[M+Cl]-	13	19	1	2	0	0	C13H19NO2	(+-)-Carnegine	C09375	2.0	1
256_1106593	256.1106593	0.0	5703.614146	256.11098	-1.2521915303074844		[M+Cl]-	13	19	1	2	0	0	C13H19NO2	Dioscorine	C10142	2.0	1
256_1106593	256.1106593	0.0	5703.614146	256.110294	1.4263386070634456		[M-H]-	11	16	3	3	0	0	C11H16FN3O3	Carmofur	C13252	1.0	1
256_1300989	256.1300989	0.0	3961.998611	256.13027999999997	-0.7070620465624283		[M+Hac-H]-	9	15	3	2	0	0	C9H15N3O2	Nitrilacarb	C18954	1.0	1
256_9114785	256.9114785	0.0	2802.439164	256.911684	-0.799885769277637		[M+K-2H]-	4	9	0	4	0	2	C4H9ClO4S2	2-Chloro-2-hydroxyethyl-CoM	C21753	1.0	1
257_0567248	257.0567248	0.0	2780.99862	257.056781	-0.21862873952844766		[M-H]-	13	10	2	4	0	0	C13H10N2O4	Thalidomide	C07910	3.0	1
257_061819	257.061819	0.0	78713.05868															
257_0753122	257.0753122	0.0	2139.49459															
257_0777644	257.0777644	0.0	2086.802605	257.07791	-0.566365270342338		[M+Hac-H]-	8	10	2	4	0	0	C8H10N2O4	Clavaminic acid	C06660	1.0	1
257_0777644	257.0777644	0.0	2086.802605	257.07791	-0.566365270342338		[M+Hac-H]-	8	10	2	4	0	0	C8H10N2O4	L-Mimosine	C04771	1.0	1
257_0777644	257.0777644	0.0	2086.802605	257.07791000000003	-0.5663652705634514		[M-H]-	10	14	2	6	0	0	C10H14N2O6	(1-Ribosylimidazole)-4-acetate	C05131	1.0	1
257_0777644	257.0777644	0.0	2086.802605	257.07791000000003	-0.5663652705634514		[M-H]-	10	14	2	6	0	0	C10H14N2O6	L-gamma-Glutamyl-(3R)-L-beta-ethynylserine	C22140	1.0	1
257_0777644	257.0777644	0.0	2086.802605	257.07791000000003	-0.5663652705634514		[M-H]-	10	14	2	6	0	0	C10H14N2O6	Spongothymidine	C16744	1.0	1
257_0851447	257.0851447	0.0	18188.1916															
258_0393018	258.0393018	0.0	34480.67498	258.03988	-2.2407389121663894		[M+K-2H]-	9	11	5	2	0	0	C9H11N5O2	Pyrimidodiazepine	C02587	2.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038542	2.944521365218731		[M+K-2H]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-D-allosamine	C21039	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038542	2.944521365218731		[M+K-2H]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-D-galactosamine	C01132	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038542	2.944521365218731		[M+K-2H]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-D-glucosamine	C00140	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038542	2.944521365218731		[M+K-2H]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-D-gulosamine	C21049	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038542	2.944521365218731		[M+K-2H]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-D-hexosamine	C03136	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038542	2.944521365218731		[M+K-2H]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-D-mannosamine	C00645	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038542	2.944521365218731		[M+K-2H]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-D-talosamine	C21061	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038542	2.944521365218731		[M+K-2H]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-L-altrosamine	C21036	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038542	2.944521365218731		[M+K-2H]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-L-idosamine	C21052	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038542	2.944521365218731		[M+K-2H]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-alpha-D-glucosamine	C20328	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038542	2.944521365218731		[M+K-2H]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-beta-D-galactosamine	C05021	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038542	2.944521365218731		[M+K-2H]-	8	15	1	6	0	0	C8H15NO6	N-Acetyl-beta-D-glucosamine	C03878	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038542	2.944521365218731		[M+K-2H]-	8	15	1	6	0	0	C8H15NO6	N-Acetylhexosamine	C02711	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038427	3.3901927326613293		[M-H]-	6	14	1	8	1	0	C6H14NO8P	1-Amino-1-deoxy-scyllo-inositol 4-phosphate	C01283	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038427	3.3901927326613293		[M-H]-	6	14	1	8	1	0	C6H14NO8P	Aminofructose 6-phosphate	C12214	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038427	3.3901927326613293		[M-H]-	6	14	1	8	1	0	C6H14NO8P	D-Galactosamine 1-phosphate	C03783	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038427	3.3901927326613293		[M-H]-	6	14	1	8	1	0	C6H14NO8P	D-Galactosamine 6-phosphate	C06377	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038427	3.3901927326613293		[M-H]-	6	14	1	8	1	0	C6H14NO8P	D-Glucosamine 6-phosphate	C00352	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038427	3.3901927326613293		[M-H]-	6	14	1	8	1	0	C6H14NO8P	Glycerophosphoserine	C22237	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038427	3.3901927326613293		[M+Hac-H]-	4	10	1	6	1	0	C4H10NO6P	Iminoerythrose 4-phosphate	C12215	1.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038427	3.3901927326613293		[M-H]-	6	14	1	8	1	0	C6H14NO8P	Kanosamine 6-phosphate	C12213	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038427	3.3901927326613293		[M+Hac-H]-	4	10	1	6	1	0	C4H10NO6P	L-Threonine O-3-phosphate	C12147	1.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038427	3.3901927326613293		[M+Hac-H]-	4	10	1	6	1	0	C4H10NO6P	O-Phospho-L-homoserine	C01102	1.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038427	3.3901927326613293		[M+Hac-H]-	4	10	1	6	1	0	C4H10NO6P	O-Phosphorylhomoserine	C05702	1.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038427	3.3901927326613293		[M-H]-	6	14	1	8	1	0	C6H14NO8P	alpha-D-Galactosamine 1-phosphate	C22029	3.0	1
258_0393018	258.0393018	0.0	34480.67498	258.038427	3.3901927326613293		[M-H]-	6	14	1	8	1	0	C6H14NO8P	alpha-D-Glucosamine 1-phosphate	C06156	3.0	1
258_0480719	258.0480719	0.0	38746.21055															
258_0572803	258.0572803	0.0	3239.358974															
258_0661511	258.0661511	0.0	6378.106199	258.06671	-2.1657190886312354		[M+Na-2H]-	13	16	1	1	0	0	C13H16ClNO	Ketamine	C07525	2.0	1
258_0661511	258.0661511	0.0	6378.106199	258.065092	4.104003341995622		[M+Cl]-	10	13	3	3	0	0	C10H13N3O3	4-(Methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone	C19602	1.0	1
258_0661511	258.0661511	0.0	6378.106199	258.065092	4.104003341995622		[M+Cl]-	10	13	3	3	0	0	C10H13N3O3	4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone	C19566	1.0	1
